owner,repo_name,owner_type,fork,homepage,size,stars_cnt,language,forks_count,topics,created_at
rsummers11,CADLab,User,False,https://www.cc.nih.gov/meet-our-doctors/rsummers.html,683734.0,451.0,C++,186.0,[],2014-09-10T19:16:19Z
hao-ai-lab,Consistency_LLM,Organization,False,http://arxiv.org/abs/2403.00835,17759.0,391.0,Python,17.0,"['efficient-llm', 'efficient-llm-inference', 'large-language-models']",2023-11-28T03:02:25Z
showlab,Show-o,Organization,False,https://arxiv.org/abs/2408.12528,176802.0,1350.0,Python,58.0,"['diffusion-models', 'large-language-models', 'multimodal']",2024-08-09T05:26:23Z
cozymantis,human-parser-comfyui-node,Organization,False,https://cozymantis.gumroad.com,1607.0,100.0,Python,21.0,"['comfyui', 'comfyui-nodes', 'human-parsing', 'human-part-segmentation', 'image-segmentation', 'segmentation']",2024-03-07T20:41:11Z
nii-yamagishilab,ZMM-TTS,Organization,False,,304916.0,155.0,C,9.0,[],2023-11-08T09:13:24Z
qizekun,ShapeLLM,User,False,https://qizekun.github.io/shapellm/,2167.0,182.0,Python,11.0,"['3d-point-clouds', 'large-language-models', 'representation-learning']",2024-02-28T14:44:27Z
gtangg12,samesh,User,False,,7802.0,103.0,Jupyter Notebook,6.0,[],2024-08-21T21:50:37Z
EL-BID,urbanpy,Organization,False,https://docs.urbanpy.org/,85604.0,105.0,Python,27.0,"['urban-analytics', 'urban-data-science', 'urbanpy']",2020-06-29T21:14:30Z
LabShuHangGU,Adaptive-Token-Dictionary,Organization,False,,12978.0,153.0,Python,9.0,[],2024-01-09T07:44:39Z
luogen1996,LLaVA-HR,User,False,,12355.0,236.0,Python,13.0,"['high-resolution-mllms', 'llama2', 'llms', 'multimodal-chatbot']",2024-02-02T13:12:58Z
ESA-PhiLab,Major-TOM,Organization,False,https://huggingface.co/Major-TOM,9245.0,178.0,Jupyter Notebook,12.0,"['dataset', 'earth-observation', 'multi-spectral', 'remote-sensing', 'sentinel-1', 'sentinel-2']",2024-02-27T13:00:47Z
vectorch-ai,ScaleLLM,Organization,False,https://docs.vectorch.com/,19898.0,431.0,C++,35.0,"['cuda', 'efficiency', 'gpu', 'inference', 'llama', 'llama3', 'llm', 'llm-inference', 'model', 'performance', 'production', 'serving', 'speculative', 'transformer']",2023-07-24T20:14:28Z
GradientSpaces,LoopSplat,Organization,False,https://loopsplat.github.io/,173395.0,316.0,Python,15.0,"['3dgs', '3dgs-slam', '3dvision', 'dense-mapping', 'gaussian-splatting', 'loop-closure', 'slam']",2024-08-12T17:39:57Z
oracle-samples,oci-data-science-ai-samples,Organization,False,,538788.0,204.0,Jupyter Notebook,174.0,"['ai', 'conda', 'data-science', 'data-science-notebooks', 'deep-learning', 'jupyter-notebook', 'machine-learning', 'oci', 'oracle-cloud-infrastructure', 'python']",2021-05-06T01:09:18Z
dynamic-X-LAB,PhotoPoster,User,False,https://photo-poster.github.io/,11157.0,218.0,Python,15.0,"['aigc', 'dance-generation', 'image-generation', 'portrait-animation', 'pose-driven', 'video-generation']",2024-08-21T12:35:32Z
ZhengPeng7,BiRefNet,User,False,https://www.birefnet.top,5571.0,2117.0,Python,156.0,"['background-removal', 'birefnet', 'camouflaged-object-detection', 'dichotomous-image-segmentation', 'high-resolution-image-segmentation', 'image-segmentation', 'salient-object-detection']",2022-08-17T09:13:39Z
jiaweizzhao,GaLore,User,False,,405.0,1542.0,Python,155.0,[],2024-03-07T01:34:59Z
tulerfeng,PlanKD,User,False,,9844.0,143.0,Python,6.0,[],2024-03-04T06:44:07Z
PRBonn,LiDiff,Organization,False,,58864.0,243.0,Python,21.0,[],2024-02-21T10:01:06Z
apple,ml-veclip,Organization,False,,1485.0,242.0,Jupyter Notebook,14.0,[],2024-03-06T19:00:33Z
GGGHSL,GraphDreamer,User,False,https://graphdreamer.github.io/,59040.0,179.0,Python,5.0,"['compositional-generation', 'inverse-semantics', 'scene-graph', 'scene-graph-to-3d']",2023-11-29T18:27:00Z
ModelTC,llmc,Organization,False,https://arxiv.org/abs/2405.06001,30269.0,458.0,Python,54.0,"['awq', 'benchmark', 'deployment', 'evaluation', 'internlm2', 'large-language-models', 'lightllm', 'llama3', 'llm', 'lvlm', 'mixtral', 'omniquant', 'post-training-quantization', 'pruning', 'quantization', 'quarot', 'smoothquant', 'spinquant', 'tool', 'vllm']",2024-03-06T14:56:55Z
Visionatrix,Visionatrix,Organization,False,https://visionatrix.github.io/VixFlowsDocs/,9675.0,127.0,Python,9.0,"['api', 'comfyui', 'docker', 'integration', 'stable-diffusion-webui']",2024-02-29T08:44:23Z
xubuvd,LLMs,User,False,,67437.0,118.0,Python,17.0,[],2023-03-13T12:33:04Z
NoviScl,Design2Code,User,False,,521540.0,496.0,Jupyter Notebook,40.0,[],2023-10-22T03:22:35Z
microsoft,VPTQ,Organization,False,,1459.0,628.0,Python,43.0,[],2024-08-13T06:20:44Z
aleximmer,Laplace,User,False,https://aleximmer.github.io/Laplace,48560.0,501.0,Python,78.0,"['approximate-bayesian-inference', 'deep-learning', 'laplace-approximation', 'neural-network']",2021-03-12T16:31:04Z
leggedrobotics,terrain-generator,Organization,False,,34689.0,185.0,Python,22.0,[],2023-08-29T19:38:49Z
yifanlu0227,ChatSim,User,False,https://yifanlu0227.github.io/ChatSim,315682.0,381.0,Python,27.0,"['3d', '3d-reconstruction', '3d-vision', 'auto', 'autonomous-driving', 'llm', 'llm-agent', 'llm-agents']",2023-12-02T09:03:56Z
pkhungurn,talking-head-anime-4-demo,User,False,https://pkhungurn.github.io/talking-head-anime-4/,5236.0,224.0,Python,22.0,"['animation', 'image-processing', 'machine-learning', 'vtuber']",2024-02-28T09:42:19Z
LambdaLabsML,distributed-training-guide,Organization,False,,439.0,401.0,Python,29.0,"['cluster', 'cuda', 'deepspeed', 'distributed-training', 'fsdp', 'gpu', 'gpu-cluster', 'kuberentes', 'lambdalabs', 'mpi', 'nccl', 'pytorch', 'sharding', 'slurm']",2024-07-31T16:11:23Z
OpenLMLab,LOMO,Organization,False,,1808.0,985.0,Python,70.0,[],2023-06-16T08:17:45Z
WHU-USI3DV,Mobile-Seed,Organization,False,https://whu-usi3dv.github.io/Mobile-Seed/,160431.0,136.0,Python,3.0,"['boundary-detection', 'dual-task-learning', 'realtime-segmentation', 'robot-vision', 'semantic-segmentation']",2023-11-21T12:46:26Z
bytedance,res-adapter,Organization,False,https://res-adapter.github.io/,212793.0,744.0,Python,25.0,[],2024-02-27T14:43:08Z
kwuking,TimeMixer,User,False,https://openreview.net/pdf?id=7oLshfEIC2,5501.0,1473.0,Python,173.0,"['deep-learning', 'machine-learning', 'time-series', 'time-series-analysis', 'time-series-forecasting']",2024-03-05T06:37:26Z
definitive-io,crewai-groq,Organization,False,,38.0,103.0,Python,66.0,[],2024-03-04T20:08:16Z
usyd-fsalab,fp6_llm,Organization,False,https://www.usenix.org/system/files/atc24-xia.pdf,4886.0,248.0,Cuda,17.0,[],2024-03-04T00:42:08Z
containers,ai-lab-recipes,Organization,False,,6961.0,149.0,Python,129.0,[],2023-11-20T16:17:46Z
arktrail,Dorothy-Ymir,User,False,,48863.0,143.0,Jupyter Notebook,40.0,[],2020-01-31T05:16:50Z
InternLandMark,FlashGS,User,False,,351.0,127.0,C++,8.0,[],2024-06-27T03:14:17Z
Lizonghang,TPI-LLM,User,False,,146.0,176.0,Python,12.0,"['edge-ai', 'llm-inference', 'ml-system']",2024-08-20T09:22:11Z
mllam,neural-lam,Organization,False,https://join.slack.com/t/ml-lam/shared_invite/zt-2t112zvm8-Vt6aBvhX7nYa6Kbj_LkCBQ,5915.0,154.0,Python,58.0,[],2023-09-24T15:28:27Z
tegnike,aituber-server,User,False,,94.0,152.0,Python,16.0,[],2023-10-05T21:39:19Z
qweasdd,manga-colorization-v2,User,False,,7989.0,189.0,Python,34.0,[],2022-06-14T17:27:43Z
tsinghua-fib-lab,AAAI2025_MIA-Tuner,Organization,False,,47116.0,142.0,Python,9.0,"['ai-alignment', 'large-language-models', 'membership-inference-attack', 'pretraining-data-detection']",2023-12-20T02:01:07Z
NVlabs,InstantSplat,Organization,False,https://instantsplat.github.io/,85685.0,1331.0,Python,101.0,[],2024-05-13T23:38:36Z
astro-informatics,s2fft,Organization,False,https://astro-informatics.github.io/s2fft,59354.0,147.0,Python,10.0,"['differentiable-programming', 'fourier-transform', 'jax', 'pytorch', 'recursion-algorithm', 'spherical-harmonics', 'wigner-d-matrix', 'wigner-transform']",2022-03-01T12:29:18Z
sled-group,InfEdit,Organization,False,https://sled-group.github.io/InfEdit/,273990.0,327.0,Python,10.0,"['attention-is-all-you-need', 'consistency-models', 'diffusion-models', 'image-edit', 'inversion', 'prompt-to-prompt']",2023-12-04T01:22:30Z
bcmi,ControlCom-Image-Composition,Organization,False,,19629.0,168.0,Python,9.0,"['diffusion-model', 'image-blending', 'image-composition', 'image-harmonization', 'object-insertion']",2023-08-19T14:27:46Z
thunlp,InfLLM,Organization,False,,280.0,352.0,Python,35.0,"['large-language-models', 'llm', 'long-context', 'training-free']",2024-03-03T01:27:49Z
apple,ml-mobileclip,Organization,False,,3383.0,899.0,Python,69.0,[],2024-03-01T01:07:30Z
wangzhaode,llm-export,User,False,,280.0,278.0,Python,30.0,[],2023-08-17T08:40:47Z
X-PLUG,MM_StoryAgent,Organization,False,,10730.0,235.0,Python,36.0,[],2024-08-14T09:11:28Z
Open3DVLab,NeuRodin,Organization,False,https://open3dvlab.github.io/NeuRodin/,34731.0,121.0,Python,7.0,[],2024-06-12T15:49:55Z
360CVGroup,FancyVideo,Organization,False,https://360cvgroup.github.io/FancyVideo/,40716.0,880.0,Python,52.0,"['image-to-video', 'text-to-video', 'video-generation']",2024-08-15T07:55:39Z
huggingface,lighteval,Organization,False,,4805.0,1443.0,Python,222.0,"['evaluation', 'evaluation-framework', 'evaluation-metrics', 'huggingface']",2024-01-26T13:15:39Z
YoucanBaby,VTG-GPT,User,False,,17670.0,100.0,Python,6.0,[],2024-03-04T11:18:19Z
Project-MONAI,VISTA,Organization,False,,120697.0,180.0,Python,28.0,[],2023-07-10T16:20:52Z
fashn-AI,tryondiffusion,Organization,False,,3105.0,308.0,Python,34.0,[],2024-03-04T11:27:23Z
autonomousvision,sledge,Organization,False,,589.0,180.0,Python,8.0,[],2024-02-20T12:31:46Z
fusion-jena,automatic-KG-creation-with-LLM,Organization,False,,134124.0,232.0,Python,30.0,"['knowledge-graph', 'large-language-models', 'ontology-engineering', 'reproducibility']",2024-03-01T08:27:51Z
jayLEE0301,vq_bet_official,User,False,https://sjlee.cc/vq-bet/,30059.0,159.0,Python,13.0,"['imitation-learning', 'robotics']",2024-02-28T14:02:43Z
WZH0120,SAM2-UNet,User,False,,2785.0,298.0,Python,33.0,"['adapter', 'camouflaged-object-detection', 'marine-animal-segmentation', 'medical-image-segmentation', 'mirror-detection', 'polyp-segmentation', 'salient-object-detection', 'segment-anything-model', 'segmentation', 'u-net']",2024-08-15T18:54:36Z
decisionintelligence,pathformer,Organization,False,,212.0,207.0,Python,22.0,[],2024-03-04T10:10:38Z
XPandora,PhysGaussian,User,False,,265676.0,1186.0,Python,52.0,[],2023-11-13T06:49:28Z
wjmZZZ,LLM-zero2hero,User,False,,670.0,203.0,Python,22.0,[],2024-08-14T07:25:54Z
remichu-ai,gallama,User,False,,52722.0,130.0,Python,14.0,[],2024-07-24T16:28:50Z
se-hwan,cusadi,User,False,,91005.0,248.0,Python,15.0,[],2023-11-17T18:04:49Z
xhluca,bm25s,User,False,https://bm25s.github.io,2128.0,1114.0,Python,64.0,"['bm25', 'bm25-l', 'bm25-plus', 'information-retrieval', 'lexical-search', 'okapi-bm25', 'rag', 'retrieval', 'robertson', 'search']",2024-04-10T02:55:05Z
SakanaAI,AI-Scientist,Organization,False,,119673.0,10785.0,Jupyter Notebook,1559.0,[],2024-08-12T09:32:55Z
AmeenAli,HiddenMambaAttn,User,False,,14358.0,218.0,Python,13.0,[],2024-03-01T19:39:16Z
athina-ai,athina-evals,Organization,False,https://docs.athina.ai,1897.0,277.0,Python,17.0,"['evaluation', 'evaluation-framework', 'evaluation-metrics', 'llm-eval', 'llm-evaluation', 'llm-evaluation-toolkit', 'llm-ops', 'llmops']",2023-11-22T10:46:44Z
Infatoshi,fcc-intro-to-llms,User,False,,2096.0,732.0,Jupyter Notebook,295.0,[],2023-08-05T19:54:04Z
bfs18,rfwave,User,False,,6549.0,128.0,Python,9.0,[],2024-03-03T16:15:43Z
THUDM,LongWriter,Organization,False,,182.0,1641.0,Python,162.0,"['fine-tuning', 'llm', 'long-context', 'long-text']",2024-08-12T16:00:19Z
NewT123-WM,tnlearn,User,False,,10689.0,132.0,Python,3.0,"['deep-learning-algorithms', 'genetic-programming', 'task-based-neurons', 'vectorized-symbolic-regression']",2024-03-03T12:08:23Z
osi1880vr,prompt_quill,User,False,,20083.0,274.0,Python,34.0,[],2024-02-26T07:49:42Z
sail-sg,sailor-llm,Organization,False,https://sea-sailor.github.io/blog/sailor1/,2126.0,128.0,Python,10.0,"['indonesia', 'language-model', 'lao', 'malay', 'sea', 'thai', 'vietnam']",2024-02-27T06:59:21Z
PKU-YuanGroup,Open-Sora-Plan,Organization,False,,14041.0,11941.0,Python,1052.0,[],2024-02-20T14:01:03Z
StavC,ComPromptMized,User,False,https://sites.google.com/view/compromptmized/home,5174.0,201.0,Python,27.0,"['ai', 'aisecurity', 'genai', 'llm', 'research', 'research-paper']",2024-02-26T23:21:05Z
searchsolved,search-solved-public-seo,User,False,https://leefoot.co.uk,1966.0,333.0,Jupyter Notebook,168.0,"['ecommerce', 'python', 'seo', 'seo-automation', 'seo-optimization', 'seo-tools', 'seotools', 'streamlit-application']",2021-01-07T10:12:10Z
BAAI-DCAI,SpatialBot,User,False,,14229.0,242.0,Python,15.0,[],2024-06-16T09:23:25Z
lllyasviel,Fooocus,User,False,,34059.0,44418.0,Python,6861.0,[],2023-08-09T18:43:40Z
yuhaoliu7456,Diff-Plugin,User,False,,555243.0,149.0,Python,6.0,[],2024-03-01T13:33:18Z
arcee-ai,EvolKit,Organization,False,,259.0,211.0,Jupyter Notebook,25.0,[],2024-08-07T11:04:05Z
naver,dust3r,Organization,False,https://dust3r.europe.naverlabs.com/,646.0,6189.0,Python,656.0,[],2024-02-21T07:13:14Z
MNeMoNiCuZ,joy-caption-batch,User,False,,156.0,177.0,Python,23.0,[],2024-08-16T09:23:21Z
TNTwise,REAL-Video-Enhancer,User,False,,21103.0,499.0,Python,34.0,"['gui', 'interpolation', 'linux', 'macos', 'real-esrgan', 'rife', 'upscaling', 'windows']",2023-02-09T01:06:20Z
microsoft,onnxruntime-genai,Organization,False,,84223.0,693.0,C++,172.0,[],2023-11-13T20:37:15Z
snap-research,Panda-70M,Organization,False,https://snap-research.github.io/Panda-70M/,435739.0,595.0,Python,25.0,[],2024-02-14T01:09:09Z
mit-han-lab,distrifuser,Organization,False,https://hanlab.mit.edu/projects/distrifusion,2540.0,677.0,Python,32.0,"['acceleration', 'diffusion-models', 'generative-ai', 'generative-model', 'parallelism']",2024-02-28T21:19:29Z
SonyCSLParis,music2latent,Organization,False,,782.0,193.0,Python,10.0,[],2024-08-08T10:26:05Z
Eladlev,AutoPrompt,User,False,,27268.0,2483.0,Python,214.0,"['prompt-engineering', 'prompt-tuning', 'synthetic-dataset-generation']",2023-12-02T18:45:14Z
Louis-udm,VGCN-BERT,User,False,,850.0,126.0,Python,35.0,[],2020-01-21T21:39:11Z
thuml,Large-Time-Series-Model,Organization,False,https://arxiv.org/abs/2402.02368,19550.0,591.0,Python,62.0,"['large-models', 'time-series', 'time-series-analysis', 'transformer']",2024-02-28T15:21:19Z
microsoft,WindowsAgentArena,Organization,False,https://microsoft.github.io/WindowsAgentArena,200323.0,666.0,Python,66.0,"['agentic', 'ai', 'ai-agent', 'ai-benchmark', 'ai-research', 'computer', 'computer-use', 'desktop-agent', 'windows']",2024-07-29T15:31:40Z
synbol,Parameter-Efficient-Transfer-Learning-Benchmark,User,False,,2280.0,273.0,Python,4.0,[],2024-02-25T14:34:02Z
yuanze-lin,Learnable_Regions,User,False,https://yuanze-lin.me/LearnableRegions_page/,12045.0,222.0,Python,21.0,"['aigc', 'diffusion-model', 'diffusion-models', 'generative-model', 'multimodal-deep-learning', 'text-driven-editing', 'text-driven-image-editing', 'text-driven-image-manipulation', 'text-driven-manipulation', 'text-image']",2023-11-28T04:07:20Z
jiahe7ay,MINI_LLM,User,False,,2909.0,423.0,Python,65.0,[],2024-03-01T08:07:58Z
11dogzi,Comfyui-ergouzi-DGNJD,User,False,,17717.0,111.0,Python,7.0,[],2024-03-01T13:24:10Z
KhoomeiK,LlamaGym,User,False,,1245.0,1107.0,Python,51.0,[],2024-03-01T03:03:38Z
qinghew,StableIdentity,User,False,https://qinghew.github.io/StableIdentity/,6210.0,257.0,Python,8.0,[],2024-01-30T02:49:55Z
wenyuqing,panacea,User,False,https://panacea-ad.github.io/,17190.0,225.0,Python,12.0,"['autonomous-driving', 'generative-models', 'image-generation', 'video-generation']",2023-12-06T09:33:46Z
ForeignGods,ComfyUI-Mana-Nodes,User,False,,649.0,230.0,Python,17.0,"['comfyui', 'comfyui-nodes']",2024-02-24T20:59:49Z
ryanontheinside,ComfyUI_RyanOnTheInside,User,False,,586867.0,457.0,Python,25.0,"['audioreactive', 'comfyui', 'flexfeatures', 'particle']",2024-08-15T00:04:48Z
filipstrand,mflux,User,False,,72110.0,1328.0,Python,81.0,"['ai', 'apple-silicon', 'diffusers', 'flux', 'huggingface', 'ml', 'mlx', 'transformers']",2024-08-10T10:30:00Z
OpenGVLab,all-seeing,Organization,False,https://huggingface.co/spaces/OpenGVLab/all-seeing,60334.0,480.0,Python,17.0,"['all-seeing', 'dataset', 'region-text']",2023-08-03T06:49:14Z
sdv-dev,SDGym,Organization,False,,3196.0,272.0,Python,63.0,"['benchmark', 'deep-learning', 'generative-adversarial-network', 'generative-ai', 'generative-models', 'sdgym-synthesizers', 'synthetic-data', 'synthetic-data-vault', 'tabular-data']",2019-02-27T22:46:19Z
lzw-lzw,GroundingGPT,User,False,,13197.0,328.0,Python,17.0,[],2024-01-07T06:51:42Z
PallasBot,Pallas-Bot,Organization,False,,57326.0,426.0,Python,74.0,[],2021-11-08T11:26:18Z
thuml,AutoTimes,Organization,False,https://arxiv.org/abs/2402.02370,11582.0,186.0,Python,13.0,"['large-language-models', 'time-series-forecasting']",2024-02-20T02:56:04Z
YifeiZhou02,ArCHer,User,False,https://yifeizhou02.github.io/archer.io/,22561.0,162.0,Python,14.0,[],2024-02-07T08:03:59Z
amazon-science,chronos-forecasting,Organization,False,https://arxiv.org/abs/2403.07815,1028.0,3185.0,Python,358.0,"['artificial-intelligence', 'forecasting', 'foundation-models', 'huggingface', 'huggingface-transformers', 'large-language-models', 'llm', 'machine-learning', 'pretrained-models', 'time-series', 'time-series-forecasting', 'timeseries', 'transformers']",2024-02-23T10:35:42Z
MouseLand,Kilosort,Organization,False,https://kilosort.readthedocs.io/en/latest/,12703.0,521.0,Python,262.0,"['electrophysiology', 'neuroscience', 'spike-sorting']",2018-05-04T12:29:09Z
OpenDriveLab,DriveLM,Organization,False,https://opendrivelab.com/DriveLM/,287131.0,1037.0,HTML,67.0,"['autonomous-driving', 'chain-of-thought', 'graph-of-thoughts', 'large-language-models', 'llm', 'prompt-engineering', 'prompting', 'tree-of-thoughts', 'vision-language']",2023-08-08T12:07:33Z
sunshangquan,logit-standardization-KD,User,False,,85620.0,366.0,Jupyter Notebook,21.0,"['computer-vision', 'cv', 'cvpr', 'cvpr2024', 'knowledge-distillation', 'model-compression', 'resnet', 'vision-transformer']",2024-02-29T08:32:23Z
mini-sora,minisora,Organization,False,https://github.com/mini-sora/minisora,70887.0,1265.0,Python,151.0,"['diffusion', 'sora', 'video-generation']",2024-02-21T13:50:34Z
interactiveaudiolab,ppgs,User,False,https://maxrmorrison.com/sites/ppgs,103380.0,109.0,Python,8.0,"['distance', 'intelligibility', 'phonemes', 'posteriorgram', 'pronunciation', 'speech']",2022-08-11T18:18:41Z
XLabs-AI,x-flux-comfyui,Organization,False,,1789.0,1499.0,Python,88.0,[],2024-08-12T17:53:28Z
OatmealLiu,FineR,User,False,https://projfiner.github.io/,26330.0,176.0,Python,6.0,"['fine-grained-recognition', 'large-language-models', 'reasoning', 'vision-language', 'vqa']",2023-10-02T19:12:11Z
JeongminB,E-D3DGS,User,False,,19928.0,131.0,Python,10.0,[],2024-04-02T15:11:11Z
AI-Study-Han,Zero-Chatgpt,User,False,,1815.0,229.0,Python,40.0,[],2024-08-13T02:27:10Z
BlackHC,neural_net_checklist,User,False,,52.0,150.0,Python,8.0,[],2024-08-13T19:01:01Z
getzep,graphiti,Organization,False,https://help.getzep.com/graphiti,8225.0,4102.0,Python,321.0,"['agents', 'graph', 'llms', 'rag']",2024-08-08T22:08:30Z
metaswang,bao,User,False,,1720.0,128.0,Python,13.0,[],2024-02-16T11:20:04Z
nestauk,ojd_daps_skills,Organization,False,https://nestauk.github.io/ojd_daps_skills,18405.0,129.0,Python,20.0,[],2022-05-17T13:06:39Z
RightTyper,RightTyper,Organization,False,,734.0,309.0,Python,6.0,"['python', 'typing']",2024-07-31T23:28:14Z
thu-nics,qllm-eval,Organization,False,,607.0,121.0,Python,6.0,[],2024-02-28T07:41:21Z
spacewalk01,yolov9-face-detection,User,False,https://github.com/WongKinYiu/yolov9,3248.0,131.0,Python,26.0,"['face-detection', 'inference', 'object-detection', 'training', 'yolov9']",2024-02-29T00:38:51Z
intel,BigDL,Organization,False,https://bigdl.readthedocs.io,372868.0,2674.0,Jupyter Notebook,731.0,"['analytics-zoo', 'apache-spark', 'bigdl', 'deep-neural-network', 'distributed-deep-learning', 'keras-tensorflow', 'python', 'pytorch', 'scala']",2017-05-05T02:27:30Z
